,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
3566,Enterobacteria~phage~phiEcoM-GJ1,Caudovirales,Myoviridae,Unassigned,94_0,Clustered,5,VC_94_0,5,1.0,1.0,1.0,1,1,1,1.0
3567,Enterobacteria~phage~phiP27,Caudovirales,Myoviridae,Unassigned,241_0,Clustered,6,VC_241_0,6,0.4835,1.0,0.4835,1,2,2,1.0
3568,Enterobacteria~phage~phiX174~sensu~lato,Unassigned,Microviridae,Phix174microvirus,3585_0,Clustered,8,VC_3585_0,8,0.9635,0.99999117,0.9635,4,1,1,1.0
3569,Enterobacteria~phage~vB_EcoM_VR5,Caudovirales,Myoviridae,Js98virus,59_12,Clustered,8,VC_59_12,8,0.0534,1.0,0.0534,2,2,2,1.0
3570,Enterobacteria~phage~vB_EcoP_ACG-C91,Caudovirales,Podoviridae,Unassigned,97_0,Clustered,15,VC_97_0,15,0.9915,1.0,0.9915,2,2,2,1.0
3571,Enterobacteria~phage~vB_EcoS_NBD2,Unassigned,Unassigned,Unassigned,3565_0,Clustered,25,VC_3565_0,25,0.9691,1.0,0.9691,6,2,2,0.9633
3572,Enterobacteria~phage~vB_EcoS_Rogue1,Caudovirales,Siphoviridae,Rogue1virus,3565_0,Clustered,25,VC_3565_0,25,0.9691,1.0,0.9691,6,2,2,0.9633
3573,Enterobacteria~phage~vB_KleM-RaK2,Caudovirales,Myoviridae,Unassigned,93_2,Clustered/Singleton,1,VC_93_2,1,0.0,1.0,0.0,1,1,1,1.0
3574,Enterobacterial~phage~mEp234,Caudovirales,Siphoviridae,Unassigned,227_0,Clustered,13,VC_227_0,13,0.3989,1.0,0.3989,3,1,1,1.0
3575,Enterobacteriaphage~UAB_Phi87,Caudovirales,Myoviridae,Felixo1virus,44_1,Clustered,16,VC_44_1,16,0.8576,1.0,0.8576,4,2,2,1.0
3576,Enterococcus~phage~BC611,Caudovirales,Siphoviridae,Sap6virus,2313_0,Clustered,4,VC_2313_0,4,0.871,0.9999237,0.871,2,1,1,1.0
3577,Enterococcus~phage~ECP3,Caudovirales,Myoviridae,Ef24cvirus,148_1,Clustered,3,VC_148_1,3,0.086,0.99852532,0.0859,1,1,1,1.0
3578,Enterococcus~phage~EFAP-1,Caudovirales,Siphoviridae,Unassigned,3592_0,Clustered,9,VC_3592_0,9,0.8217,1.0,0.8217,1,2,2,1.0
3579,Enterococcus~phage~EFDG1,Caudovirales,Myoviridae,Unassigned,148_2,Clustered/Singleton,1,VC_148_2,1,0.0,1.0,0.0,1,1,1,1.0
3580,Enterococcus~phage~EFLK1,Caudovirales,Myoviridae,Ef24cvirus,148_1,Clustered,3,VC_148_1,3,0.086,0.99852532,0.0859,1,1,1,1.0
3581,Enterococcus~phage~Ec-ZZ2,Unassigned,Unassigned,Unassigned,3592_0,Clustered,9,VC_3592_0,9,0.8217,1.0,0.8217,1,2,2,1.0
3582,Enterococcus~phage~EfaCPT1,Caudovirales,Siphoviridae,Unassigned,3592_0,Clustered,9,VC_3592_0,9,0.8217,1.0,0.8217,1,2,2,1.0
3583,Enterococcus~phage~IME-EF4,Caudovirales,Siphoviridae,Unassigned,3592_0,Clustered,9,VC_3592_0,9,0.8217,1.0,0.8217,1,2,2,1.0
3584,Enterococcus~phage~IME-EFm1,Caudovirales,Siphoviridae,Unassigned,3592_0,Clustered,9,VC_3592_0,9,0.8217,1.0,0.8217,1,2,2,1.0
3585,Enterococcus~phage~IME-EFm5,Caudovirales,Siphoviridae,Unassigned,3592_0,Clustered,9,VC_3592_0,9,0.8217,1.0,0.8217,1,2,2,1.0
3586,Enterococcus~phage~IME_EF3,Caudovirales,Siphoviridae,Unassigned,3592_0,Clustered,9,VC_3592_0,9,0.8217,1.0,0.8217,1,2,2,1.0
3587,Enterococcus~phage~SANTOR1,Unassigned,Unassigned,Unassigned,3592_0,Clustered,9,VC_3592_0,9,0.8217,1.0,0.8217,1,2,2,1.0
3588,Enterococcus~phage~VD13,Caudovirales,Siphoviridae,Sap6virus,2313_0,Clustered,4,VC_2313_0,4,0.871,0.9999237,0.871,2,1,1,1.0
3589,Enterococcus~phage~phiEF24C,Caudovirales,Myoviridae,Ef24cvirus,148_1,Clustered,3,VC_148_1,3,0.086,0.99852532,0.0859,1,1,1,1.0
3590,Enterococcus~phage~phiFL1A,Caudovirales,Siphoviridae,Phifelvirus,277_0,Clustered,3,VC_277_0,3,0.438,0.99791784,0.4371,1,1,1,1.0
3591,Enterococcus~phage~phiFL2A,Caudovirales,Siphoviridae,Phifelvirus,277_0,Clustered,3,VC_277_0,3,0.438,0.99791784,0.4371,1,1,1,1.0
3592,Enterococcus~phage~phiFL3A,Caudovirales,Siphoviridae,Phifelvirus,277_0,Clustered,3,VC_277_0,3,0.438,0.99791784,0.4371,1,1,1,1.0
3593,Enterococcus~phage~vB_EfaP_IME195,Caudovirales,Podoviridae,Unassigned,3595_0,Clustered,4,VC_3595_0,4,0.2951,0.9999362,0.295,2,1,1,1.0
3594,Enterococcus~phage~vB_EfaS_IME196,Caudovirales,Siphoviridae,Unassigned,3592_0,Clustered,9,VC_3592_0,9,0.8217,1.0,0.8217,1,2,2,1.0
3595,Enterococcus~phage~vB_EfaS_IME198,Caudovirales,Siphoviridae,Unassigned,2313_0,Clustered,4,VC_2313_0,4,0.871,0.9999237,0.871,2,1,1,1.0
3596,Enterococcus~phage~vB_Efae230P-4,Caudovirales,Podoviridae,Unassigned,3595_0,Clustered,4,VC_3595_0,4,0.2951,0.9999362,0.295,2,1,1,1.0
3597,Erwinia~amylovora~phage~Era103,Caudovirales,Podoviridae,Sp6virus,97_0,Clustered,15,VC_97_0,15,0.9915,1.0,0.9915,2,2,2,1.0
3598,Erwinia~phage~ENT90,Caudovirales,Myoviridae,Unassigned,110_0,Clustered,29,VC_110_0,29,0.8118,1.0,0.8118,2,1,1,1.0
3599,Erwinia~phage~Ea35-70,Caudovirales,Myoviridae,Agrican357virus,3575_3,Clustered/Singleton,1,VC_3575_3,1,0.0,1.0,0.0,1,1,1,1.0
3600,Erwinia~phage~Ea9-2,Caudovirales,Podoviridae,Ea92virus,17_0,Clustered,2,VC_17_0,2,0.0624,0.9542308,0.0595,1,1,1,1.0
3601,Erwinia~phage~FE44,Caudovirales,Podoviridae,Unassigned,2169_0,Clustered,60,VC_2169_0,60,0.9416,1.0,0.9416,3,2,2,1.0
3602,Erwinia~phage~PhiEaH1,Caudovirales,Siphoviridae,Unassigned,3575_2,Clustered,2,VC_3575_2,2,0.0295,0.87597968,0.0258,1,2,1,1.0
3603,Erwinia~phage~phiEa100,Caudovirales,Podoviridae,Unassigned,97_0,Clustered,15,VC_97_0,15,0.9915,1.0,0.9915,2,2,2,1.0
3604,Erwinia~phage~phiEa104,Caudovirales,Myoviridae,Ea214virus,44_0,Clustered,2,VC_44_0,2,0.0552,0.9515446,0.0526,1,1,1,1.0
3605,Erwinia~phage~phiEa21-4,Caudovirales,Myoviridae,Ea214virus,44_0,Clustered,2,VC_44_0,2,0.0552,0.9515446,0.0526,1,1,1,1.0
3606,Erwinia~phage~phiEa2809,Caudovirales,Ackermannviridae,Unassigned,63_0,Clustered,2,VC_63_0,2,0.0249,0.6124769,0.0152,1,1,1,1.0
3607,Erwinia~phage~phiEaH2,Caudovirales,Myoviridae,Eah2virus,3576_1,Clustered,3,VC_3576_1,3,0.0995,0.96963943,0.0965,2,1,1,1.0
3608,Erwinia~phage~phiEt88,Caudovirales,Myoviridae,Unassigned,3566_0,Clustered,2,VC_3566_0,2,0.0415,0.95435527,0.0396,1,1,1,1.0
3609,Erwinia~phage~vB_EamM-Y2,Caudovirales,Myoviridae,Unassigned,94_0,Clustered,5,VC_94_0,5,1.0,1.0,1.0,1,1,1,1.0
3610,Erwinia~phage~vB_EamM_Asesino,Caudovirales,Myoviridae,Eah2virus,3576_1,Clustered,3,VC_3576_1,3,0.0995,0.96963943,0.0965,2,1,1,1.0
3611,Erwinia~phage~vB_EamM_Caitlin,Unassigned,Unassigned,Unassigned,3576_2,Clustered,3,VC_3576_2,3,0.0995,0.96965474,0.0965,1,1,1,1.0
3612,Erwinia~phage~vB_EamM_ChrisDB,Unassigned,Unassigned,Unassigned,3576_2,Clustered,3,VC_3576_2,3,0.0995,0.96965474,0.0965,1,1,1,1.0
3613,Erwinia~phage~vB_EamM_EarlPhillipIV,Unassigned,Unassigned,Unassigned,3576_0,Clustered,3,VC_3576_0,3,0.0992,0.96963943,0.0962,1,2,2,1.0
3614,Erwinia~phage~vB_EamM_Huxley,Unassigned,Unassigned,Unassigned,3576_2,Clustered,3,VC_3576_2,3,0.0995,0.96965474,0.0965,1,1,1,1.0
3615,Erwinia~phage~vB_EamM_Kwan,Unassigned,Unassigned,Unassigned,3576_3,Clustered/Singleton,1,VC_3576_3,1,0.0,1.0,0.0,1,1,1,1.0
3616,Erwinia~phage~vB_EamM_Phobos,Unassigned,Unassigned,Unassigned,3576_0,Clustered,3,VC_3576_0,3,0.0992,0.96963943,0.0962,1,2,2,1.0
3617,Erwinia~phage~vB_EamP-L1,Caudovirales,Podoviridae,Unassigned,2169_0,Clustered,60,VC_2169_0,60,0.9416,1.0,0.9416,3,2,2,1.0
3618,Erwinia~phage~vB_EamP_Frozen,Caudovirales,Podoviridae,Ea92virus,17_0,Clustered,2,VC_17_0,2,0.0624,0.9542308,0.0595,1,1,1,1.0
3619,Escherichia~Stx1~converting~phage,Caudovirales,Podoviridae,Nona33virus,109_0,Clustered,2,VC_109_0,2,0.0575,0.95532565,0.0549,1,1,1,1.0
3620,Escherichia~phage~121Q,Caudovirales,Myoviridae,Unassigned,93_0,Clustered,2,VC_93_0,2,0.1347,0.93351232,0.1257,1,1,1,1.0
3621,Escherichia~phage~172-1,Caudovirales,Podoviridae,Phieco32virus,3581_0,Clustered,6,VC_3581_0,6,0.836,1.0,0.836,1,1,1,1.0
3622,Escherichia~phage~4MG,Caudovirales,Myoviridae,Se1virus,3563_2,Clustered,2,VC_3563_2,2,0.0479,0.93859337,0.045,1,1,1,1.0
3623,Escherichia~phage~64795_ec1,Unassigned,Unassigned,Unassigned,2169_0,Clustered,60,VC_2169_0,60,0.9416,1.0,0.9416,3,2,2,1.0
3624,Escherichia~phage~ADB-2,Caudovirales,Siphoviridae,T1virus,3565_0,Clustered,25,VC_3565_0,25,0.9691,1.0,0.9691,6,2,2,0.9633
3625,Escherichia~phage~APCEc01,Caudovirales,Myoviridae,Unassigned,59_0,Clustered,7,VC_59_0,7,0.0467,0.99999905,0.0467,2,2,2,1.0
3626,Escherichia~phage~AR1,Caudovirales,Myoviridae,T4virus,59_10,Clustered,27,VC_59_10,27,0.2472,1.0,0.2472,2,2,2,1.0
3627,Escherichia~phage~Av-05,Caudovirales,Myoviridae,Unassigned,3563_4,Clustered/Singleton,1,VC_3563_4,1,0.0,1.0,0.0,1,1,1,1.0
3628,Escherichia~phage~Bp4,Caudovirales,Podoviridae,G7cvirus,17_1,Clustered,11,VC_17_1,11,0.4195,1.0,0.4195,4,1,1,0.9818
3629,Escherichia~phage~CICC~80001,Caudovirales,Podoviridae,Unassigned,2169_0,Clustered,60,VC_2169_0,60,0.9416,1.0,0.9416,3,2,2,1.0
3630,Escherichia~phage~D108,Caudovirales,Myoviridae,Unassigned,319_0,Clustered,3,VC_319_0,3,0.5354,0.99836517,0.5345,2,1,1,1.0
3631,Escherichia~phage~EB49,Caudovirales,Siphoviridae,Rogue1virus,3565_0,Clustered,25,VC_3565_0,25,0.9691,1.0,0.9691,6,2,2,0.9633
3632,Escherichia~phage~EC6,Caudovirales,Myoviridae,Felixo1virus,44_1,Clustered,16,VC_44_1,16,0.8576,1.0,0.8576,4,2,2,1.0
3633,Escherichia~phage~ECBP1,Caudovirales,Podoviridae,G7cvirus,17_1,Clustered,11,VC_17_1,11,0.4195,1.0,0.4195,4,1,1,0.9818
3634,Escherichia~phage~ECBP2,Caudovirales,Podoviridae,Phieco32virus,3581_0,Clustered,6,VC_3581_0,6,0.836,1.0,0.836,1,1,1,1.0
3635,Escherichia~phage~ECBP5,Caudovirales,Podoviridae,Unassigned,97_0,Clustered,15,VC_97_0,15,0.9915,1.0,0.9915,2,2,2,1.0
3636,Escherichia~phage~ECML-134,Caudovirales,Myoviridae,T4virus,59_10,Clustered,27,VC_59_10,27,0.2472,1.0,0.2472,2,2,2,1.0
3637,Escherichia~phage~ECML-4,Caudovirales,Ackermannviridae,Vi1virus,63_1,Clustered,19,VC_63_1,19,0.7765,1.0,0.7765,5,1,1,0.8012
3638,Escherichia~phage~EK99P-1,Caudovirales,Siphoviridae,Hk578virus,3579_0,Clustered,10,VC_3579_0,10,0.7129,1.0,0.7129,2,2,2,1.0
3639,Escherichia~phage~Envy,Unassigned,Unassigned,Unassigned,3579_0,Clustered,10,VC_3579_0,10,0.7129,1.0,0.7129,2,2,2,1.0
3640,Escherichia~phage~FFH2,Caudovirales,Myoviridae,V5virus,3563_0,Clustered,5,VC_3563_0,5,0.2717,0.99999994,0.2717,2,1,1,1.0
3641,Escherichia~phage~FV3,Caudovirales,Myoviridae,V5virus,3563_0,Clustered,5,VC_3563_0,5,0.2717,0.99999994,0.2717,2,1,1,1.0
3642,Escherichia~phage~Gluttony,Unassigned,Unassigned,Unassigned,3579_0,Clustered,10,VC_3579_0,10,0.7129,1.0,0.7129,2,2,2,1.0
3643,Escherichia~phage~HK578,Caudovirales,Siphoviridae,Hk578virus,3579_0,Clustered,10,VC_3579_0,10,0.7129,1.0,0.7129,2,2,2,1.0
3644,Escherichia~phage~HK75,Caudovirales,Siphoviridae,Hk97virus,227_0,Clustered,13,VC_227_0,13,0.3989,1.0,0.3989,3,1,1,1.0
3645,Escherichia~phage~HX01,Caudovirales,Myoviridae,Rb69virus,59_0,Clustered,7,VC_59_0,7,0.0467,0.99999905,0.0467,2,2,2,1.0
3646,Escherichia~phage~HY01,Caudovirales,Myoviridae,T4virus,59_10,Clustered,27,VC_59_10,27,0.2472,1.0,0.2472,2,2,2,1.0
3647,Escherichia~phage~HY02,Caudovirales,Myoviridae,Felixo1virus,44_1,Clustered,16,VC_44_1,16,0.8576,1.0,0.8576,4,2,2,1.0
3648,Escherichia~phage~HY03,Unassigned,Unassigned,Unassigned,59_10,Clustered,27,VC_59_10,27,0.2472,1.0,0.2472,2,2,2,1.0
3649,Escherichia~phage~IME11,Caudovirales,Podoviridae,G7cvirus,17_1,Clustered,11,VC_17_1,11,0.4195,1.0,0.4195,4,1,1,0.9818
3650,Escherichia~phage~JES2013,Caudovirales,Myoviridae,V5virus,3563_0,Clustered,5,VC_3563_0,5,0.2717,0.99999994,0.2717,2,1,1,1.0
3651,Escherichia~phage~JH2,Caudovirales,Myoviridae,Felixo1virus,44_1,Clustered,16,VC_44_1,16,0.8576,1.0,0.8576,4,2,2,1.0
3652,Escherichia~phage~JS98,Caudovirales,Myoviridae,Js98virus,59_12,Clustered,8,VC_59_12,8,0.0534,1.0,0.0534,2,2,2,1.0
3653,Escherichia~phage~JSE,Caudovirales,Myoviridae,Rb49virus,60_2,Clustered,4,VC_60_2,4,0.0476,0.9999869,0.0476,2,1,1,1.0
3654,Escherichia~phage~K1-dep(1),Caudovirales,Siphoviridae,K1gvirus,73_0,Clustered,17,VC_73_0,17,0.7866,1.0,0.7866,4,3,2,1.0
3655,Escherichia~phage~K1-dep(4),Caudovirales,Siphoviridae,K1gvirus,73_0,Clustered,17,VC_73_0,17,0.7866,1.0,0.7866,4,3,2,1.0
3656,Escherichia~phage~K30,Caudovirales,Podoviridae,Kp32virus,2169_0,Clustered,60,VC_2169_0,60,0.9416,1.0,0.9416,3,2,2,1.0
3657,Escherichia~phage~KBNP1711,Caudovirales,Podoviridae,Phieco32virus,3581_0,Clustered,6,VC_3581_0,6,0.836,1.0,0.836,1,1,1,1.0
3658,Escherichia~phage~LM33_P1,Unassigned,Unassigned,Unassigned,2169_0,Clustered,60,VC_2169_0,60,0.9416,1.0,0.9416,3,2,2,1.0
3659,Escherichia~phage~MX01,Unassigned,Unassigned,Unassigned,59_12,Clustered,8,VC_59_12,8,0.0534,1.0,0.0534,2,2,2,1.0
3660,Escherichia~phage~Min27,Caudovirales,Podoviridae,Nona33virus,109_1,Clustered,13,VC_109_1,13,0.551,1.0,0.551,4,1,1,0.8974
3661,Escherichia~phage~N4,Caudovirales,Podoviridae,N4virus,17_1,Clustered,11,VC_17_1,11,0.4195,1.0,0.4195,4,1,1,0.9818
3662,Escherichia~phage~NJ01,Caudovirales,Podoviridae,Phieco32virus,3581_0,Clustered,6,VC_3581_0,6,0.836,1.0,0.836,1,1,1,1.0
3663,Escherichia~phage~P13374,Caudovirales,Podoviridae,Unassigned,109_1,Clustered,13,VC_109_1,13,0.551,1.0,0.551,4,1,1,0.8974
3664,Escherichia~phage~P483,Caudovirales,Podoviridae,Unassigned,2169_0,Clustered,60,VC_2169_0,60,0.9416,1.0,0.9416,3,2,2,1.0
3665,Escherichia~phage~P694,Caudovirales,Podoviridae,Unassigned,2169_0,Clustered,60,VC_2169_0,60,0.9416,1.0,0.9416,3,2,2,1.0
3666,Escherichia~phage~PA2,Caudovirales,Podoviridae,Tl2011virus,109_1,Clustered,13,VC_109_1,13,0.551,1.0,0.551,4,1,1,0.8974
3667,Escherichia~phage~PBECO~4,Caudovirales,Myoviridae,Unassigned,93_0,Clustered,2,VC_93_0,2,0.1347,0.93351232,0.1257,1,1,1,1.0
3668,Escherichia~phage~PE3-1,Caudovirales,Podoviridae,Unassigned,2169_0,Clustered,60,VC_2169_0,60,0.9416,1.0,0.9416,3,2,2,1.0
3669,Escherichia~phage~PhaxI,Caudovirales,Ackermannviridae,Cba120virus,63_1,Clustered,19,VC_63_1,19,0.7765,1.0,0.7765,5,1,1,0.8012
3670,Escherichia~phage~QL01,Caudovirales,Myoviridae,Js98virus,59_12,Clustered,8,VC_59_12,8,0.0534,1.0,0.0534,2,2,2,1.0
3671,Escherichia~phage~SUSP1,Caudovirales,Myoviridae,Suspvirus,44_1,Clustered,16,VC_44_1,16,0.8576,1.0,0.8576,4,2,2,1.0
3672,Escherichia~phage~SUSP2,Caudovirales,Myoviridae,Suspvirus,44_1,Clustered,16,VC_44_1,16,0.8576,1.0,0.8576,4,2,2,1.0
3673,Escherichia~phage~Stx2~II,Caudovirales,Podoviridae,Nona33virus,109_0,Clustered,2,VC_109_0,2,0.0575,0.95532565,0.0549,1,1,1,1.0
3674,Escherichia~phage~TL-2011b,Caudovirales,Podoviridae,Unassigned,275_0,Clustered,5,VC_275_0,5,0.6225,0.99999993,0.6225,2,2,2,1.0
3675,Escherichia~phage~TL-2011c,Caudovirales,Podoviridae,Tl2011virus,109_1,Clustered,13,VC_109_1,13,0.551,1.0,0.551,4,1,1,0.8974
3676,Escherichia~phage~UFV-AREG1,Unassigned,Unassigned,Unassigned,59_10,Clustered,27,VC_59_10,27,0.2472,1.0,0.2472,2,2,2,1.0
3677,Escherichia~phage~V5,Caudovirales,Myoviridae,V5virus,3563_0,Clustered,5,VC_3563_0,5,0.2717,0.99999994,0.2717,2,1,1,1.0
3678,Escherichia~phage~WG01,Unassigned,Unassigned,Unassigned,59_12,Clustered,8,VC_59_12,8,0.0534,1.0,0.0534,2,2,2,1.0
3679,Escherichia~phage~YD-2008.s,Caudovirales,Siphoviridae,Hk578virus,3579_0,Clustered,10,VC_3579_0,10,0.7129,1.0,0.7129,2,2,2,1.0
3680,Escherichia~phage~e4/1c,Caudovirales,Siphoviridae,Rogue1virus,3565_0,Clustered,25,VC_3565_0,25,0.9691,1.0,0.9691,6,2,2,0.9633
3681,Escherichia~phage~ime09,Caudovirales,Myoviridae,T4virus,59_10,Clustered,27,VC_59_10,27,0.2472,1.0,0.2472,2,2,2,1.0
3682,Escherichia~phage~phAPEC8,Caudovirales,Myoviridae,Unassigned,68_0,Clustered,2,VC_68_0,2,0.1162,0.95523717,0.111,1,1,1,1.0
3683,Escherichia~phage~phi191,Caudovirales,Podoviridae,Tl2011virus,109_1,Clustered,13,VC_109_1,13,0.551,1.0,0.551,4,1,1,0.8974
3684,Escherichia~phage~phiKT,Caudovirales,Podoviridae,Unassigned,95_0,Clustered,18,VC_95_0,18,0.6523,1.0,0.6523,2,2,2,1.0
3685,Escherichia~phage~phiV10,Caudovirales,Podoviridae,Epsilon15virus,275_0,Clustered,5,VC_275_0,5,0.6225,0.99999993,0.6225,2,2,2,1.0
3686,Escherichia~phage~pro147,Caudovirales,Myoviridae,Unassigned,110_0,Clustered,29,VC_110_0,29,0.8118,1.0,0.8118,2,1,1,1.0
3687,Escherichia~phage~pro483,Caudovirales,Myoviridae,Unassigned,110_0,Clustered,29,VC_110_0,29,0.8118,1.0,0.8118,2,1,1,1.0
3688,Escherichia~phage~slur02,Caudovirales,Myoviridae,Unassigned,59_10,Clustered,27,VC_59_10,27,0.2472,1.0,0.2472,2,2,2,1.0
3689,Escherichia~phage~slur05,Caudovirales,Siphoviridae,Unassigned,3579_0,Clustered,10,VC_3579_0,10,0.7129,1.0,0.7129,2,2,2,1.0
3690,Escherichia~phage~slur07,Caudovirales,Myoviridae,Unassigned,59_10,Clustered,27,VC_59_10,27,0.2472,1.0,0.2472,2,2,2,1.0
3691,Escherichia~phage~slur09,Caudovirales,Siphoviridae,T5virus,3580_0,Clustered,14,VC_3580_0,14,0.8167,1.0,0.8167,2,2,2,1.0
3692,Escherichia~phage~slur14,Caudovirales,Myoviridae,Unassigned,59_10,Clustered,27,VC_59_10,27,0.2472,1.0,0.2472,2,2,2,1.0
3693,Escherichia~phage~slur16,Caudovirales,Myoviridae,Unassigned,3563_0,Clustered,5,VC_3563_0,5,0.2717,0.99999994,0.2717,2,1,1,1.0
3694,Escherichia~phage~vB_EcoM-UFV13,Unassigned,Unassigned,Unassigned,59_10,Clustered,27,VC_59_10,27,0.2472,1.0,0.2472,2,2,2,1.0
3695,Escherichia~phage~vB_EcoM-VpaE1,Caudovirales,Myoviridae,Felixo1virus,44_1,Clustered,16,VC_44_1,16,0.8576,1.0,0.8576,4,2,2,1.0
3696,Escherichia~phage~vB_EcoM-ep3,Caudovirales,Myoviridae,Cvm10virus,132_0,Clustered,4,VC_132_0,4,0.2439,0.99998312,0.2439,2,2,2,1.0
3697,Escherichia~phage~vB_EcoM_112,Caudovirales,Myoviridae,T4virus,59_10,Clustered,27,VC_59_10,27,0.2472,1.0,0.2472,2,2,2,1.0
3698,Escherichia~phage~vB_EcoM_ACG-C40,Caudovirales,Myoviridae,T4virus,59_10,Clustered,27,VC_59_10,27,0.2472,1.0,0.2472,2,2,2,1.0
3699,Escherichia~phage~vB_EcoM_AYO145A,Caudovirales,Myoviridae,Felixo1virus,44_1,Clustered,16,VC_44_1,16,0.8576,1.0,0.8576,4,2,2,1.0
3700,Escherichia~phage~vB_EcoM_Alf5,Unassigned,Unassigned,Unassigned,44_1,Clustered,16,VC_44_1,16,0.8576,1.0,0.8576,4,2,2,1.0
3701,Escherichia~phage~vB_EcoM_ECO1230-10,Caudovirales,Myoviridae,Cvm10virus,132_0,Clustered,4,VC_132_0,4,0.2439,0.99998312,0.2439,2,2,2,1.0
3702,Escherichia~phage~vB_EcoM_JS09,Caudovirales,Myoviridae,Rb69virus,59_0,Clustered,7,VC_59_0,7,0.0467,0.99999905,0.0467,2,2,2,1.0
3703,Escherichia~phage~vB_EcoM_PhAPEC2,Caudovirales,Myoviridae,Unassigned,59_0,Clustered,7,VC_59_0,7,0.0467,0.99999905,0.0467,2,2,2,1.0
3704,Escherichia~phage~vB_EcoM_VR20,Caudovirales,Myoviridae,Sp18virus,59_11,Clustered,5,VC_59_11,5,0.0303,0.99999672,0.0303,1,1,1,1.0
3705,Escherichia~phage~vB_EcoM_VR25,Caudovirales,Myoviridae,Sp18virus,59_11,Clustered,5,VC_59_11,5,0.0303,0.99999672,0.0303,1,1,1,1.0
3706,Escherichia~phage~vB_EcoM_VR26,Caudovirales,Myoviridae,Sp18virus,59_11,Clustered,5,VC_59_11,5,0.0303,0.99999672,0.0303,1,1,1,1.0
3707,Escherichia~phage~vB_EcoM_VR7,Caudovirales,Myoviridae,Sp18virus,59_11,Clustered,5,VC_59_11,5,0.0303,0.99999672,0.0303,1,1,1,1.0
3708,Escherichia~phage~vB_EcoP_24B,Caudovirales,Podoviridae,Nona33virus,109_1,Clustered,13,VC_109_1,13,0.551,1.0,0.551,4,1,1,0.8974
3709,Escherichia~phage~vB_EcoP_G7C,Caudovirales,Podoviridae,G7cvirus,17_1,Clustered,11,VC_17_1,11,0.4195,1.0,0.4195,4,1,1,0.9818
3710,Escherichia~phage~vB_EcoP_GA2A,Unassigned,Unassigned,Unassigned,2169_0,Clustered,60,VC_2169_0,60,0.9416,1.0,0.9416,3,2,2,1.0
3711,Escherichia~phage~vB_EcoP_PhAPEC5,Caudovirales,Podoviridae,G7cvirus,17_1,Clustered,11,VC_17_1,11,0.4195,1.0,0.4195,4,1,1,0.9818
3712,Escherichia~phage~vB_EcoP_PhAPEC7,Caudovirales,Podoviridae,G7cvirus,17_1,Clustered,11,VC_17_1,11,0.4195,1.0,0.4195,4,1,1,0.9818
3713,Escherichia~phage~vB_EcoP_SU10,Caudovirales,Podoviridae,Phieco32virus,3581_0,Clustered,6,VC_3581_0,6,0.836,1.0,0.836,1,1,1,1.0
3714,Escherichia~phage~vB_EcoS_AHP42,Caudovirales,Siphoviridae,Rogue1virus,3565_0,Clustered,25,VC_3565_0,25,0.9691,1.0,0.9691,6,2,2,0.9633
3715,Escherichia~phage~vB_EcoS_AHS24,Caudovirales,Siphoviridae,Rogue1virus,3565_0,Clustered,25,VC_3565_0,25,0.9691,1.0,0.9691,6,2,2,0.9633
3716,Escherichia~phage~vB_EcoS_AKS96,Caudovirales,Siphoviridae,Rogue1virus,3565_0,Clustered,25,VC_3565_0,25,0.9691,1.0,0.9691,6,2,2,0.9633
3717,Escherichia~phage~vB_EcoS_FFH1,Caudovirales,Siphoviridae,T5virus,3580_0,Clustered,14,VC_3580_0,14,0.8167,1.0,0.8167,2,2,2,1.0
3718,Escherichia~phage~vB_Eco_ACG-M12,Caudovirales,Siphoviridae,Rtpvirus,3565_0,Clustered,25,VC_3565_0,25,0.9691,1.0,0.9691,6,2,2,0.9633
3719,Escherichia~phage~wV7,Caudovirales,Myoviridae,Unassigned,59_10,Clustered,27,VC_59_10,27,0.2472,1.0,0.2472,2,2,2,1.0
3720,Escherichia~phage~wV8,Caudovirales,Myoviridae,Felixo1virus,44_1,Clustered,16,VC_44_1,16,0.8576,1.0,0.8576,4,2,2,1.0
3721,Escherichia~virus~186,Caudovirales,Myoviridae,P2virus,110_0,Clustered,29,VC_110_0,29,0.8118,1.0,0.8118,2,1,1,1.0
3722,Escherichia~virus~AKFV33,Caudovirales,Siphoviridae,T5virus,3580_0,Clustered,14,VC_3580_0,14,0.8167,1.0,0.8167,2,2,2,1.0
3723,Escherichia~virus~BZ13,Unassigned,Leviviridae,Levivirus,3599_0,Clustered,2,VC_3599_0,2,1.0,1.0,1.0,1,1,1,1.0
3724,Escherichia~virus~CBA120,Caudovirales,Ackermannviridae,Cba120virus,63_1,Clustered,19,VC_63_1,19,0.7765,1.0,0.7765,5,1,1,0.8012
3725,Escherichia~virus~DT57C,Caudovirales,Siphoviridae,T5virus,3580_0,Clustered,14,VC_3580_0,14,0.8167,1.0,0.8167,2,2,2,1.0
3726,Escherichia~virus~EPS7,Caudovirales,Siphoviridae,T5virus,3580_0,Clustered,14,VC_3580_0,14,0.8167,1.0,0.8167,2,2,2,1.0
3727,Escherichia~virus~FI,Unassigned,Leviviridae,Allolevivirus,3587_0,Clustered,3,VC_3587_0,3,1.0,0.0,0.0,2,1,1,1.0
